品种名称,物种学名,物种中文名称
垦稻20,Oryza sativa,水稻
垦04-549,Oryza sativa,水稻
垦04-488,Oryza sativa,水稻
垦糯1,Oryza sativa,水稻
垦糯04-160,Oryza sativa,水稻
N15S,Oryza sativa,水稻
台粳11,Oryza sativa,水稻
紫05S,Oryza sativa,水稻
杉农S,Oryza sativa,水稻
柏农S,Oryza sativa,水稻
榕25S,Oryza sativa,水稻
春80S,Oryza sativa,水稻
神农39,Oryza sativa,水稻
启优2165,Oryza sativa,水稻
恒丰优212,Oryza sativa,水稻
金泰优6863,Oryza sativa,水稻
金泰优1057,Oryza sativa,水稻
金泰优99,Oryza sativa,水稻
金泰优156,Oryza sativa,水稻
恒丰优6107,Oryza sativa,水稻
NY28,Oryza sativa,水稻
君红丝苗,Oryza sativa,水稻
创源优918,Oryza sativa,水稻
创源优151,Oryza sativa,水稻
深两优2802,Oryza sativa,水稻
禾两优639,Oryza sativa,水稻
野香优6813,Oryza sativa,水稻
雅5优明占,Oryza sativa,水稻
遂两优164,Oryza sativa,水稻
广优618,Oryza sativa,水稻
旗2优2015,Oryza sativa,水稻
谷优693,Oryza sativa,水稻
18优华占,Oryza sativa,水稻
神农18优华占,Oryza sativa,水稻
内香优1001,Oryza sativa,水稻
内香优1025,Oryza sativa,水稻
川农优1226,Oryza sativa,水稻
千乡优926,Oryza sativa,水稻
甜香优115,Oryza sativa,水稻
金龙优589,Oryza sativa,水稻
泰优1750,Oryza sativa,水稻
旌玉优明珍,Oryza sativa,水稻
桃优美丽占,Oryza sativa,水稻
甜优107,Oryza sativa,水稻
甜香优2877,Oryza sativa,水稻
甜优3203,Oryza sativa,水稻
蓉6优2115,Oryza sativa,水稻
嘉优981,Oryza sativa,水稻
旌优2119,Oryza sativa,水稻
宜优2918,Oryza sativa,水稻
冈优13663,Oryza sativa,水稻
深两优纯壮,Oryza sativa,水稻
吉田优2115,Oryza sativa,水稻
宜优粤禾丝苗,Oryza sativa,水稻
内5优粤禾丝苗,Oryza sativa,水稻
H优7021,Oryza sativa,水稻
蓉7优46,Oryza sativa,水稻
锦花优907,Oryza sativa,水稻
越香稻,Oryza sativa,水稻
川优2918,Oryza sativa,水稻
川优2115,Oryza sativa,水稻
钰香优2025,Oryza sativa,水稻
川康优2275,Oryza sativa,水稻
赣恢661,Oryza sativa,水稻
赣73优661,Oryza sativa,水稻
天优520,Oryza sativa,水稻
R花占,Oryza sativa,水稻
金丰优花占,Oryza sativa,水稻
华西丝苗,Oryza sativa,水稻
H优华西丝苗,Oryza sativa,水稻
靓占,Oryza sativa,水稻
野香优靓占,Oryza sativa,水稻
华恢1257,Oryza sativa,水稻
玖两优1257,Oryza sativa,水稻
玖两优133,Oryza sativa,水稻
长田B,Oryza sativa,水稻
长田A,Oryza sativa,水稻
红R9,Oryza sativa,水稻
长田优9,Oryza sativa,水稻
晶占,Oryza sativa,水稻
广泰优晶占,Oryza sativa,水稻
吉田优12,Oryza sativa,水稻
五乡优398,Oryza sativa,水稻
R早丝,Oryza sativa,水稻
金珍优早丝,Oryza sativa,水稻
昌恢631,Oryza sativa,水稻
泰优631,Oryza sativa,水稻
宸两优665,Oryza sativa,水稻
恢14-39,Oryza sativa,水稻
浙两优39,Oryza sativa,水稻
昌两优丝占,Oryza sativa,水稻
红R294,Oryza sativa,水稻
桂农香占,Oryza sativa,水稻
又丝苗,Oryza sativa,水稻
相丝禾,Oryza sativa,水稻
兆恢6118,Oryza sativa,水稻
恒恢280,Oryza sativa,水稻
馥香丝,Oryza sativa,水稻
欣香丝,Oryza sativa,水稻
贡丝香,Oryza sativa,水稻
T裕丝～2,Oryza sativa,水稻
96占变异株,Oryza sativa,水稻
屯恢826,Oryza sativa,水稻
屯恢618,Oryza sativa,水稻
屯恢天成,Oryza sativa,水稻
R8523,Oryza sativa,水稻
R1873,Oryza sativa,水稻
满香16B,Oryza sativa,水稻
耕香B,Oryza sativa,水稻
H47B,Oryza sativa,水稻
桂610,Oryza sativa,水稻
R6697,Oryza sativa,水稻
F7706,Oryza sativa,水稻
Ptb33,Oryza sativa,水稻
BPHR96,Oryza sativa,水稻
银香B,Oryza sativa,水稻
银香A,Oryza sativa,水稻
R216,Oryza sativa,水稻
广丝香B,Oryza sativa,水稻
广丝香A,Oryza sativa,水稻
金丝,Oryza sativa,水稻
正恢505,Oryza sativa,水稻
双矮糯,Oryza sativa,水稻
黔糯204,Oryza sativa,水稻
贵辐糯,Oryza sativa,水稻
安粳314,Oryza sativa,水稻
毕粳37,Oryza sativa,水稻
88-37,Oryza sativa,水稻
六粳2,Oryza sativa,水稻
红富糯,Oryza sativa,水稻
安糯1,Oryza sativa,水稻
兴糯1,Oryza sativa,水稻
兴糯925,Oryza sativa,水稻
黔南糯4,Oryza sativa,水稻
黔南糯3,Oryza sativa,水稻
安粳698,Oryza sativa,水稻
96H-698,Oryza sativa,水稻
毕粳41,Oryza sativa,水稻
威优481,Oryza sativa,水稻
优Ⅰ4761,Oryza sativa,水稻
Ⅰ优4761,Oryza sativa,水稻
威优467,Oryza sativa,水稻
威优431,Oryza sativa,水稻
两优211,Oryza sativa,水稻
筒优202,Oryza sativa,水稻
黔优88,Oryza sativa,水稻
K优267,Oryza sativa,水稻
茂优601,Oryza sativa,水稻
K金2,Oryza sativa,水稻
两优662,Oryza sativa,水稻
冈优608,Oryza sativa,水稻
金优554,Oryza sativa,水稻
桐科1,Oryza sativa,水稻
猪毛簇,Oryza sativa,水稻
大李子红,Oryza sativa,水稻
青壳,Oryza sativa,水稻
青旸稻,Oryza sativa,水稻
石稻,Oryza sativa,水稻
大车粳,Oryza sativa,水稻
江南晚,Oryza sativa,水稻
白芒稻,Oryza sativa,水稻
养和堡白皮大稻,Oryza sativa,水稻
有芒一粒籼,Oryza sativa,水稻
早稿子,Oryza sativa,水稻
油占子,Oryza sativa,水稻
江西1696,Oryza sativa,水稻
黄禾子,Oryza sativa,水稻
黄毛占,Oryza sativa,水稻
矮脚番子,Oryza sativa,水稻
万年红,Oryza sativa,水稻
番子,Oryza sativa,水稻
老黄谷,Oryza sativa,水稻
白米冬占,Oryza sativa,水稻
红米冬占,Oryza sativa,水稻
江西晚,Oryza sativa,水稻
伏脚晚,Oryza sativa,水稻
麻壳籼,Oryza sativa,水稻
小冬稻,Oryza sativa,水稻
金华稻,Oryza sativa,水稻
中秆叶下坑,Oryza sativa,水稻
龙山京,Oryza sativa,水稻
白芒短种,Oryza sativa,水稻
大刚占,Oryza sativa,水稻
大叶油占,Oryza sativa,水稻
莲育1987,Oryza sativa,水稻
齐粳24,Oryza sativa,水稻
富稻57,Oryza sativa,水稻
富合60,Oryza sativa,水稻
东富160,Oryza sativa,水稻
东富159,Oryza sativa,水稻
松粳87,Oryza sativa,水稻
响稻21,Oryza sativa,水稻
华研7,Oryza sativa,水稻
华研6,Oryza sativa,水稻
粳禾821,Oryza sativa,水稻
垦研928,Oryza sativa,水稻
龙庆粳4,Oryza sativa,水稻
龙庆粳11,Oryza sativa,水稻
金穗源3,Oryza sativa,水稻
鑫晟稻7,Oryza sativa,水稻
巨基8,Oryza sativa,水稻
普育821,Oryza sativa,水稻
普育921,Oryza sativa,水稻
北S1501,Oryza sativa,水稻
北稻14,Oryza sativa,水稻
龙庆稻37,Oryza sativa,水稻
龙庆稻53,Oryza sativa,水稻
绥粳326,Oryza sativa,水稻
龙粳4211,Oryza sativa,水稻
绥研香7,Oryza sativa,水稻
天农16,Oryza sativa,水稻
天农17,Oryza sativa,水稻
富稻59,Oryza sativa,水稻
富粳15,Oryza sativa,水稻
壮香,Oryza sativa,水稻
怀早3,Oryza sativa,水稻
四丰43,Oryza sativa,水稻
佳辐418,Oryza sativa,水稻
713,Oryza sativa,水稻
红突80,Oryza sativa,水稻
内恢99-14,Oryza sativa,水稻
绵恢662,Oryza sativa,水稻
福恢964,Oryza sativa,水稻
成丰A,Oryza sativa,水稻
赣香优华占,Oryza sativa,水稻
R899,Oryza sativa,水稻
荣优974,Oryza sativa,水稻
荣优402,Oryza sativa,水稻
R2749,Oryza sativa,水稻
高光B,Oryza sativa,水稻
D57B,Oryza sativa,水稻
华润1,Oryza sativa,水稻
吉丰20,Oryza sativa,水稻
降糖稻1,Oryza sativa,水稻
神恢588,Oryza sativa,水稻
华粳295,Oryza sativa,水稻
秋优华占,Oryza sativa,水稻
庆林998,Oryza sativa,水稻
林08糯-1,Oryza sativa,水稻
五优9113,Oryza sativa,水稻
南恢115,Oryza sativa,水稻
江农早4号B,Oryza sativa,水稻
华珍371,Oryza sativa,水稻
惠丰丝苗,Oryza sativa,水稻
玉晶臻丝,Oryza sativa,水稻
川优542,Oryza sativa,水稻
荃9优117,Oryza sativa,水稻
长农优1531,Oryza sativa,水稻
赣73优66,Oryza sativa,水稻
繁优香占,Oryza sativa,水稻
玺优442,Oryza sativa,水稻
嘉优926,Oryza sativa,水稻
鄂优926,Oryza sativa,水稻
G两优777,Oryza sativa,水稻
C两优88,Oryza sativa,水稻
魅两优丝苗,Oryza sativa,水稻
E两优21,Oryza sativa,水稻
悦两优8602,Oryza sativa,水稻
荃优068,Oryza sativa,水稻
两优全赢丝苗,Oryza sativa,水稻
两优全赢占,Oryza sativa,水稻
格两优601,Oryza sativa,水稻
格两优华占,Oryza sativa,水稻
易两优华占,Oryza sativa,水稻
源两优89,Oryza sativa,水稻
广8优28,Oryza sativa,水稻
鄂香丝苗,Oryza sativa,水稻
荃晶丝苗,Oryza sativa,水稻
华夏香丝,Oryza sativa,水稻
华润挺占,Oryza sativa,水稻
红单4,Oryza sativa,水稻
红单3,Oryza sativa,水稻
龙恢158,Oryza sativa,水稻
蜀恢158,Oryza sativa,水稻
南恢397,Oryza sativa,水稻
圣稻2572,Oryza sativa,水稻
圣稻17,Oryza sativa,水稻
常农粳6,Oryza sativa,水稻
常粳08-2,Oryza sativa,水稻
镇稻15,Oryza sativa,水稻
镇稻661,Oryza sativa,水稻
通粳981,Oryza sativa,水稻
南粳5055,Oryza sativa,水稻
宁5055,Oryza sativa,水稻
扬育粳2,Oryza sativa,水稻
镇稻14,Oryza sativa,水稻
镇稻461,Oryza sativa,水稻
W013,Oryza sativa,水稻
华瑞稻1,Oryza sativa,水稻
富614,Oryza sativa,水稻
中南1A,Oryza sativa,水稻
先恢9898,Oryza sativa,水稻
扬籼1S,Oryza sativa,水稻
扬两优818,Oryza sativa,水稻
苏两优124,Oryza sativa,水稻
新两优124,Oryza sativa,水稻
华优418,Oryza sativa,水稻
602S,Oryza sativa,水稻
华两优69,Oryza sativa,水稻
华籼优5549,Oryza sativa,水稻
中粳优15,Oryza sativa,水稻
宜恢4723,Oryza sativa,水稻
成恢3203,Oryza sativa,水稻
宜恢3003,Oryza sativa,水稻
99K3003,Oryza sativa,水稻
宜恢1313,Oryza sativa,水稻
会粳8,Oryza sativa,水稻
沾粳12,Oryza sativa,水稻
三红占,Oryza sativa,水稻
莹两优红3,Oryza sativa,水稻
五禾丝苗2,Oryza sativa,水稻
粤珍丝苗,Oryza sativa,水稻
南广占3,Oryza sativa,水稻
华航69,Oryza sativa,水稻
新黄油占,Oryza sativa,水稻
黄广粤占,Oryza sativa,水稻
南新油占2,Oryza sativa,水稻
七华占2,Oryza sativa,水稻
华恢7818,Oryza sativa,水稻
晋稻20,Oryza sativa,水稻
晋14058,Oryza sativa,水稻
后溪赤,Oryza sativa,水稻
阿荣种,Oryza sativa,水稻
乐恢927,Oryza sativa,水稻
挺占,Oryza sativa,水稻
N7411,Oryza sativa,水稻
盐恢006,Oryza sativa,水稻
盐42S,Oryza sativa,水稻
R2108,Oryza sativa,水稻
2001,Oryza sativa,水稻
南恢787,Oryza sativa,水稻
锦瑞8S,Oryza sativa,水稻
云恢503,Oryza sativa,水稻
R887,Oryza sativa,水稻
89-9,Oryza sativa,水稻
3550选,Oryza sativa,水稻
351,Oryza sativa,水稻
TR1837,Oryza sativa,水稻
鼎恢521,Oryza sativa,水稻
沪旱1517,Oryza sativa,水稻
LA3,Oryza sativa,水稻
新稻17,Oryza sativa,水稻
9403-1-1-1-2-1,Oryza sativa,水稻
LT201,Oryza sativa,水稻
巴粳3,Oryza sativa,水稻
91-4,Oryza sativa,水稻
大粒紫香糯,Oryza sativa,水稻
新稻14,Oryza sativa,水稻
00108-6,Oryza sativa,水稻
97-21-7,Oryza sativa,水稻
A稻3,Oryza sativa,水稻
7749/3/2,Oryza sativa,水稻
明恢185,Oryza sativa,水稻
恢73-28,Oryza sativa,水稻
辽10120A,Oryza sativa,水稻
博稻252,Oryza sativa,水稻
巴粳2,Oryza sativa,水稻
奥羽315,Oryza sativa,水稻
A稻8,Oryza sativa,水稻
91-342,Oryza sativa,水稻
97G3-4-1-10,Oryza sativa,水稻
新稻12,Oryza sativa,水稻
新稻15,Oryza sativa,水稻
97-54,Oryza sativa,水稻
新稻3,Oryza sativa,水稻
辽优73,Oryza sativa,水稻
A稻6,Oryza sativa,水稻
新稻31,Oryza sativa,水稻
0530-1-3,Oryza sativa,水稻
桂44,Oryza sativa,水稻
84-4,Oryza sativa,水稻
南恢009,Oryza sativa,水稻
南恢183,Oryza sativa,水稻
浙农34,Oryza sativa,水稻
陵1B,Oryza sativa,水稻
Aus373,Oryza sativa,水稻
小银占,Oryza sativa,水稻
川优华占,Oryza sativa,水稻
嘉优99,Oryza sativa,水稻
纳科1,Oryza sativa,水稻
光粳139,Oryza sativa,水稻
郑选2,Oryza sativa,水稻
垦粳1,Oryza sativa,水稻
农大04004,Oryza sativa,水稻
垦鉴稻2,Oryza sativa,水稻
垦系104,Oryza sativa,水稻
垦鉴稻5,Oryza sativa,水稻
农大96-288,Oryza sativa,水稻
云糯1,Oryza sativa,水稻
连粳2008,Oryza sativa,水稻
96-2,Oryza sativa,水稻
高雄142,Oryza sativa,水稻
圣稻105,Oryza sativa,水稻
绵恢523,Oryza sativa,水稻
宜恢2815,Oryza sativa,水稻
吉eA,Oryza sativa,水稻
合系42A,Oryza sativa,水稻
嘉恢99,Oryza sativa,水稻
C10,Oryza sativa,水稻
宿恢2058,Oryza sativa,水稻
2P508,Oryza sativa,水稻
辐R568,Oryza sativa,水稻
镇稻9424,Oryza sativa,水稻
C两优1146,Oryza sativa,水稻
华恢1146,Oryza sativa,水稻
深两优5183,Oryza sativa,水稻
泰优398,Oryza sativa,水稻
湘优196,Oryza sativa,水稻
R196,Oryza sativa,水稻
五优662,Oryza sativa,水稻
五丰优662,Oryza sativa,水稻
辐包矮,Oryza sativa,水稻
玉所包,Oryza sativa,水稻
包胎白,Oryza sativa,水稻
早熟包胎红,Oryza sativa,水稻
中山红5,Oryza sativa,水稻
中广2-2,Oryza sativa,水稻
早中山1,Oryza sativa,水稻
中山红,Oryza sativa,水稻
包胎红,Oryza sativa,水稻
中山占,Oryza sativa,水稻
包胎占,Oryza sativa,水稻
中山1,Oryza sativa,水稻
新白花1,Oryza sativa,水稻
白辐11,Oryza sativa,水稻
白花238,Oryza sativa,水稻
白花9,Oryza sativa,水稻
516白花,Oryza sativa,水稻
白花,Oryza sativa,水稻
秋长2,Oryza sativa,水稻
秋长3,Oryza sativa,水稻
青枝绞盘,Oryza sativa,水稻
绞盘矮,Oryza sativa,水稻
延国种,Oryza sativa,水稻
30531秋,Oryza sativa,水稻
澄秋5,Oryza sativa,水稻
东秋播,Oryza sativa,水稻
秋播了,Oryza sativa,水稻
华泉,Oryza sativa,水稻
木泉种,Oryza sativa,水稻
溪南矮,Oryza sativa,水稻
塘埔矮,Oryza sativa,水稻
陕西黑米,Oryza sativa,水稻
双朝25,Oryza sativa,水稻
三源921,Oryza sativa,水稻
清芦占11,Oryza sativa,水稻
南京15,Oryza sativa,水稻
南京32020,Oryza sativa,水稻
京越1,Oryza sativa,水稻
嘉籼3520,Oryza sativa,水稻
合系4,Oryza sativa,水稻
K青A,Oryza sativa,水稻
二九选,Oryza sativa,水稻
皖稻9,Oryza sativa,水稻
德农203,Oryza sativa,水稻
竹菲选,Oryza sativa,水稻
04-5138,Oryza sativa,水稻
湘早籼8,Oryza sativa,水稻
84-265,Oryza sativa,水稻
湘早籼22,Oryza sativa,水稻
怀5946-1,Oryza sativa,水稻
GD-1S,Oryza sativa,水稻
湘晚籼7,Oryza sativa,水稻
籼优1,Oryza sativa,水稻
湘晚籼2,Oryza sativa,水稻
晚35,Oryza sativa,水稻
湖南丝苗,Oryza sativa,水稻
望稻,Oryza sativa,水稻
秋光12,Oryza sativa,水稻
青丰矮,Oryza sativa,水稻
粳244,Oryza sativa,水稻
焦远D2,Oryza sativa,水稻
桂朝2,Oryza sativa,水稻
金沙糯,Oryza sativa,水稻
丰矮占5,Oryza sativa,水稻
春江糯,Oryza sativa,水稻
七优7,Oryza sativa,水稻
76优1457,Oryza sativa,水稻
辐296,Oryza sativa,水稻
湘早糯1,Oryza sativa,水稻
湘辐81-10,Oryza sativa,水稻
Ⅱ优江恢902,Oryza sativa,水稻
中江902,Oryza sativa,水稻
优辐粳,Oryza sativa,水稻
合系41,Oryza sativa,水稻
94-26,Oryza sativa,水稻
合靖6,Oryza sativa,水稻
湘早籼24,Oryza sativa,水稻
娄早籼8,Oryza sativa,水稻
常早籼2,Oryza sativa,水稻
5-34,Oryza sativa,水稻
南陆矮,Oryza sativa,水稻
辽粳3,Oryza sativa,水稻
武运粳8,Oryza sativa,水稻
9516,Oryza sativa,水稻
龙选948,Oryza sativa,水稻
富士光,Oryza sativa,水稻
农林246,Oryza sativa,水稻
中国63,Oryza sativa,水稻
湘晚籼9,Oryza sativa,水稻
岳晚籼3,Oryza sativa,水稻
8707,Oryza sativa,水稻
湘晚籼11,Oryza sativa,水稻
丰优108,Oryza sativa,水稻
优丰108,Oryza sativa,水稻
95-108,Oryza sativa,水稻
C两优343,Oryza sativa,水稻
汕优72,Oryza sativa,水稻
Ⅱ优6261,Oryza sativa,水稻
合江19,Oryza sativa,水稻
合交742,Oryza sativa,水稻
甬粳18,Oryza sativa,水稻
辽粳454,Oryza sativa,水稻
87-454,Oryza sativa,水稻
汕优913,Oryza sativa,水稻
通育124,Oryza sativa,水稻
94-H303,Oryza sativa,水稻
早丰9,Oryza sativa,水稻
沈农9816,Oryza sativa,水稻
汕优70,Oryza sativa,水稻
六优3,Oryza sativa,水稻
竹优61,Oryza sativa,水稻
汕优桂32,Oryza sativa,水稻
冈优151,Oryza sativa,水稻
D297优155,Oryza sativa,水稻
威优974,Oryza sativa,水稻
博优晚3,Oryza sativa,水稻
荃9311B,Oryza sativa,水稻
丰恢38,Oryza sativa,水稻
宜恢1108,Oryza sativa,水稻
盐两优1618,Oryza sativa,水稻
盐161S,Oryza sativa,水稻
盐恢888,Oryza sativa,水稻
GR8206,Oryza sativa,水稻
RM222,Oryza sativa,水稻
成恢4671,Oryza sativa,水稻
川358B,Oryza sativa,水稻
川106A,Oryza sativa,水稻
川106B,Oryza sativa,水稻
成恢377,Oryza sativa,水稻
扬恢418,Oryza sativa,水稻
扬籼2B,Oryza sativa,水稻
扬粳805,Oryza sativa,水稻
扬粳806,Oryza sativa,水稻
垦稻09-2,Oryza sativa,水稻
鲲旱1,Oryza sativa,水稻
富尔08-77,Oryza sativa,水稻
东农431,Oryza sativa,水稻
东农8001,Oryza sativa,水稻
温718,Oryza sativa,水稻
中早41,Oryza sativa,水稻
中组9,Oryza sativa,水稻
台早733,Oryza sativa,水稻
秀水519,Oryza sativa,水稻
丙08-519,Oryza sativa,水稻
湖粳640,Oryza sativa,水稻
HZ06-40,Oryza sativa,水稻
建优1103,Oryza sativa,水稻
80386,Oryza sativa,水稻
R386,Oryza sativa,水稻
深两优816,Oryza sativa,水稻
R1016,Oryza sativa,水稻
Y两优3397,Oryza sativa,水稻
P3397,Oryza sativa,水稻
F7538,Oryza sativa,水稻
甬优1538,Oryza sativa,水稻
R6265,Oryza sativa,水稻
和两优625,Oryza sativa,水稻
徽两优114,Oryza sativa,水稻
R260,Oryza sativa,水稻
C两优260,Oryza sativa,水稻
TR248,Oryza sativa,水稻
隆两优华占,Oryza sativa,水稻
怀恢1086,Oryza sativa,水稻
徽两优航1573,Oryza sativa,水稻
Y9810,Oryza sativa,水稻
徽两优9810,Oryza sativa,水稻
株两优929,Oryza sativa,水稻
中佳早29,Oryza sativa,水稻
煜两优4156,Oryza sativa,水稻
欣荣优123,Oryza sativa,水稻
长两优35,Oryza sativa,水稻
桃农1A,Oryza sativa,水稻
隆晶4302B,Oryza sativa,水稻
隆398A,Oryza sativa,水稻
隆398B,Oryza sativa,水稻
湘州113B,Oryza sativa,水稻
玉龙1B,Oryza sativa,水稻
雅恢1098,Oryza sativa,水稻
恩恢542,Oryza sativa,水稻
锦城2B,Oryza sativa,水稻
锦城2A,Oryza sativa,水稻
R1999,Oryza sativa,水稻
中恢1514,Oryza sativa,水稻
福瑞B,Oryza sativa,水稻
福瑞A,Oryza sativa,水稻
绿海B,Oryza sativa,水稻
绿海A,Oryza sativa,水稻
福恢386,Oryza sativa,水稻
维育22,Oryza sativa,水稻
中研粳稻20,Oryza sativa,水稻
中亚213,Oryza sativa,水稻
哲稻4,Oryza sativa,水稻
兴育2,Oryza sativa,水稻
兴安2,Oryza sativa,水稻
鸿发18,Oryza sativa,水稻
鸿发19,Oryza sativa,水稻
兴粳8,Oryza sativa,水稻
乌兰4,Oryza sativa,水稻
兴粳11,Oryza sativa,水稻
兴粳14,Oryza sativa,水稻
保农105,Oryza sativa,水稻
乌兰6,Oryza sativa,水稻
金郁2,Oryza sativa,水稻
兴育3,Oryza sativa,水稻
兴安3,Oryza sativa,水稻
鸿源134,Oryza sativa,水稻
鸿发17,Oryza sativa,水稻
乌兰207,Oryza sativa,水稻
汉香1S,Oryza sativa,水稻
Ⅲ优304,Oryza sativa,水稻
皖杂优7,Oryza sativa,水稻
1103,Oryza sativa,水稻
K216,Oryza sativa,水稻
6105S,Oryza sativa,水稻
六两优216,Oryza sativa,水稻
两优香9,Oryza sativa,水稻
金香6,Oryza sativa,水稻
矮两优6,Oryza sativa,水稻
中籼6308,Oryza sativa,水稻
广两优6308,Oryza sativa,水稻
旱稻906,Oryza sativa,水稻
永旱1,Oryza sativa,水稻
鑫恢212,Oryza sativa,水稻
蜀鑫1S,Oryza sativa,水稻
鑫两优212,Oryza sativa,水稻
旱两优212,Oryza sativa,水稻
宝旱1,Oryza sativa,水稻
禾糯四,Oryza sativa,水稻
05F5020,Oryza sativa,水稻
05F5041,Oryza sativa,水稻
F7509,Oryza sativa,水稻
甬粳11号A,Oryza sativa,水稻
甬优1109,Oryza sativa,水稻
R2106,Oryza sativa,水稻
宣两优2106,Oryza sativa,水稻
望恢76,Oryza sativa,水稻
广两优76,Oryza sativa,水稻
8F016,Oryza sativa,水稻
两优6816,Oryza sativa,水稻
H66-5,Oryza sativa,水稻
RH66-5,Oryza sativa,水稻
福稻19S,Oryza sativa,水稻
汕优644,Oryza sativa,水稻
汕优82,Oryza sativa,水稻
优Ⅰ4480,Oryza sativa,水稻
金优4480,Oryza sativa,水稻
浙粳20,Oryza sativa,水稻
浙湖9820,Oryza sativa,水稻
Ⅱ优多57,Oryza sativa,水稻
Ⅱ优746,Oryza sativa,水稻
博优752,Oryza sativa,水稻
博优赣28,Oryza sativa,水稻
协优4480,Oryza sativa,水稻
冈优881,Oryza sativa,水稻
63-66,Oryza sativa,水稻
威优644,Oryza sativa,水稻
威优207,Oryza sativa,水稻
红南,Oryza sativa,水稻
恩稻5,Oryza sativa,水稻
894-236,Oryza sativa,水稻
新雪,Oryza sativa,水稻
农垦10,Oryza sativa,水稻
京引61,Oryza sativa,水稻
鄂早2,Oryza sativa,水稻
云光17,Oryza sativa,水稻
泸科3,Oryza sativa,水稻
团结1,Oryza sativa,水稻
秋优桂99,Oryza sativa,水稻
协优559,Oryza sativa,水稻
广二石,Oryza sativa,水稻
海恢168,Oryza sativa,水稻
包选2,Oryza sativa,水稻
泸双1011,Oryza sativa,水稻
2134,Oryza sativa,水稻
IR8,Oryza sativa,水稻
科六,Oryza sativa,水稻
691,Oryza sativa,水稻
IR8-288-3,Oryza sativa,水稻
竹系26,Oryza sativa,水稻
赣晚籼4,Oryza sativa,水稻
754,Oryza sativa,水稻
龙糯04-1292,Oryza sativa,水稻
龙稻9,Oryza sativa,水稻
哈05-42,Oryza sativa,水稻
绥粳12,Oryza sativa,水稻
绥04-6349,Oryza sativa,水稻
垦稻19,Oryza sativa,水稻
垦04-1093,Oryza sativa,水稻
龙粳28,Oryza sativa,水稻
龙育04-1465,Oryza sativa,水稻
龙粳27,Oryza sativa,水稻
龙交04-2182,Oryza sativa,水稻
龙粳25,Oryza sativa,水稻
龙花01-806,Oryza sativa,水稻
龙粳26,Oryza sativa,水稻
龙育03-1804,Oryza sativa,水稻
东农428,Oryza sativa,水稻
东农3489,Oryza sativa,水稻
北稻4,Oryza sativa,水稻
北01-03,Oryza sativa,水稻
五优稻4,Oryza sativa,水稻
稻花香2,Oryza sativa,水稻
松粳12,Oryza sativa,水稻
松01-173,Oryza sativa,水稻
